District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,State,District,Latitude,Longitude,sex ratio,literacy_rate,male_literacy_rate,female_literacy_rate
218,BIHAR,Siwan,3330464,1675090,1655374,1930175,1115906,814269,386685,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708,42384,52935,3834,37833,632514,41858,674372,689880,612635,445257,355277,186817,119164,12091,2421121,1207119,3628240,2115448,713597,498299,3120,518473,58,259,2685,3415,158086,358850,413,19043,1279,27943,Bihar,Siwan,26.1736372013652,84.33766552901022,99.0,58.0,67.0,49.0
219,BIHAR,Saran,3951862,2022821,1929041,2157454,1285767,871687,474066,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282,51822,94787,4509,37442,701323,76299,777622,793945,693465,433759,361171,213251,148065,9848,2653504,1313700,3967204,2516115,847031,585386,3330,578710,71,435,6158,7068,207758,381637,404,27833,5389,52347,Bihar,Saran,25.89656077844312,84.82266287425155,95.0,55.0,64.0,45.0
220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,738031,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106,47300,70001,4810,39564,699317,51494,750811,810191,487594,370247,291392,178320,124448,9094,2271286,1479152,3750438,2176701,759132,486032,73156,569778,183,458,6561,8111,295371,259500,909,18159,11051,77755,Bihar,Vaishali,25.8134703180212,85.39247597173153,89.0,55.0,62.0,47.0
221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,803128,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,2766930,913339,568812,12485,797103,100,542,7697,9429,384786,352172,1090,20385,34740,113395,Bihar,Samastipur,25.793205563909765,85.94833323308269,91.0,50.0,58.0,42.0
222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,918507,630166,432270,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690,49493,120373,4644,43127,594377,139248,733625,577601,484502,291877,207136,144783,101836,14599,1822334,1242551,3064885,1951688,644874,369996,3983,547417,135,211,8661,9665,219003,313654,658,21384,4641,63453,Bihar,Begusarai,25.54302613168723,86.12560144032932,89.0,52.0,59.0,45.0
223,BIHAR,Khagaria,1666886,883786,783100,768028,461153,306875,247161,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,15401,40641,1580,21654,373696,21007,394703,350601,233494,130004,100555,65931,38697,5969,925251,903323,1828574,1114645,355531,195796,914,311073,50,183,3392,3924,148230,142226,299,9814,6515,37245,Bihar,Khagaria,25.53558891454964,86.56593256351037,89.0,46.0,52.0,39.0
224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,318569,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569,63241,174534,6764,46929,522527,130634,653161,614644,524322,300767,247079,154643,118843,16119,1976417,1139715,3116132,1952879,674660,397654,12573,437176,208,1431,14245,16767,209060,250177,883,45919,30554,104069,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,88.0,52.0,58.0,45.0
225,BIHAR,Banka,2034763,1067140,967623,965321,590961,374360,247858,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,15459,62359,1704,22300,425604,18492,444096,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,1291235,462080,278863,2585,253728,329,5796,5121,11712,161124,108991,466,15071,2243,109898,Bihar,Banka,24.832355642023337,86.8664916342413,91.0,47.0,55.0,39.0
226,BIHAR,Munger,1367765,729041,638724,801817,473741,328076,183846,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,49141,90461,2653,17946,222281,85782,308063,226699,158699,146414,147152,101907,64469,4394,849734,498676,1348410,860147,316713,188319,2586,184033,118,862,4871,6270,93833,126411,419,20237,7168,43505,Bihar,Munger,25.198537962962963,86.54173672839504,88.0,59.0,65.0,51.0
227,BIHAR,Lakhisarai,1000912,526345,474567,507270,305182,202088,153209,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821,12938,44491,1186,8862,175882,31763,207645,172076,149312,111684,85807,48001,27261,3814,597955,450967,1048922,650642,218840,130655,775,127198,184,425,3221,4162,58733,75362,332,9477,1875,30335,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,90.0,51.0,58.0,43.0
228,BIHAR,Sheikhpura,636342,329743,306599,328676,196431,132245,131115,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,2084,6803,20065,631,8873,108293,24345,132638,129673,110525,59529,52860,33856,19676,3399,409518,305609,715127,413475,136898,85045,924,85547,75,49,2275,2558,42462,38651,159,5094,526,22635,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,93.0,52.0,60.0,43.0
229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,919558,600375,607672,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435,43761,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,1829128,642197,403129,3199,390009,325,303,10732,12252,164405,223694,892,38617,6072,99223,Bihar,Nalanda,25.229345508982053,85.48053113772461,92.0,53.0,61.0,43.0
230,BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,920918,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,3626564,1382654,815638,13609,666585,463,885,14948,17401,252246,607942,1105,231255,90643,97253,Bihar,Patna,25.40297114503818,85.3198433587787,90.0,59.0,66.0,52.0
231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,425402,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,45763,62153,3661,34658,434559,77368,511927,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,3177665,1722387,613072,387389,5559,387248,81,268,4615,5428,78650,312557,464,15589,3508,24348,Bihar,Bhojpur,25.50666439393939,84.49407803030304,91.0,59.0,68.0,48.0
232,BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,251737,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,299252,35405,334657,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1802491,1074754,375372,253998,2228,240965,94,212,3395,4002,54463,188476,301,10728,3437,19459,Bihar,Buxar,25.48593018867924,84.08808081760995,92.0,58.0,67.0,48.0
234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,549546,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,3809,412516,121,556,5613,6761,73129,356548,471,25242,5158,26201,Bihar,Rohtas,24.99170460829495,83.9350762672811,92.0,61.0,69.0,52.0
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,612064,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,7585,349524,170,221,5513,6326,101279,247664,422,13998,2770,38179,Bihar,Aurangabad,24.774291867469877,84.45986024096379,93.0,58.0,66.0,49.0
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,612064,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,7585,349524,170,221,5513,6326,101279,247664,422,13998,2770,38179,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,93.0,58.0,66.0,49.0
236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1334351,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,696289,111282,807571,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,2810026,936630,537333,107429,577098,573,1505,8979,12336,246837,312298,1279,37002,15636,131370,Bihar,Gaya,24.7266541547278,84.94291217765044,94.0,52.0,60.0,44.0
237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,565112,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,1440781,485628,288805,3932,299668,238,889,7409,9102,131390,149765,566,10224,2137,65594,Bihar,Nawada,24.825708836206903,85.61594568965519,94.0,49.0,58.0,40.0
238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,302649,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,325909,30851,356760,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,1135919,392052,227016,5418,162989,844,5009,3450,10169,153708,66941,866,12828,2079,87642,Bihar,Jamui,24.78418380462726,86.26316298200514,92.0,49.0,58.0,38.0
239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,222974,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,186660,28132,214792,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,714244,254582,155106,1381,165527,56,54,2880,3149,60659,99381,159,6054,1009,21606,Bihar,Jehanabad,25.155679045643165,84.9208124481328,92.0,55.0,64.0,45.0
245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,0,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,67,3794,8635,96,494,10730,2452,13182,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,30709,13849,5399,20,8,772,165,820,1797,3654,3806,40,7643,8,2017,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,71.0,52.0,61.0,40.0
246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,0,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,204,7133,14188,202,887,17889,6306,24195,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,53026,22362,8493,66,92,775,693,470,2192,7026,6902,254,14074,92,2477,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,82.0,58.0,64.0,50.0
247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,0,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,190,3583,5318,57,885,14503,5215,19718,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,53752,17922,6960,56,46,1375,1309,160,3008,7097,2839,164,11181,44,4674,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,103.0,49.0,56.0,42.0
248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,0,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,1198,22966,30539,2477,7418,20308,30180,50488,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,120592,43812,11856,313,662,976,1653,409,3384,9481,19772,346,25063,502,4223,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,98.0,69.0,74.0,63.0
249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,0,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,889,3123,5373,139,750,14542,4672,19214,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,56054,20055,7230,109,47,903,978,1629,3616,7080,3847,106,11712,11,4614,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,100.0,54.0,59.0,49.0
250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,0,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,264,6115,14204,303,1300,22272,8503,30775,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,70415,28305,13469,85,541,882,914,437,2260,7809,9685,27,17389,84,2980,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,93.0,58.0,63.0,52.0
251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,0,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,549,4866,14231,450,1582,19497,9524,29021,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,61993,25334,11802,85,3798,485,633,194,1447,7331,7504,135,12954,455,4260,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,98.0,63.0,68.0,58.0
252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,0,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,427,1504,6198,97,392,8569,2182,10751,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,21090,8910,5252,68,1,220,35,114,374,3801,2537,5,6796,1,848,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,89.0,52.0,57.0,45.0
253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,0,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,132,4762,14593,170,1486,33422,6498,39920,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,96630,35018,16414,164,9164,979,1748,385,3164,10346,12040,52,12297,2057,6042,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,93.0,49.0,57.0,41.0
254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,0,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,622,3104,16026,98,888,18420,6500,24920,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,71785,25669,14423,98,133,3127,1627,748,5886,7290,4989,384,11931,117,7206,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,94.0,43.0,51.0,34.0
255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,0,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,277,4211,12493,381,1598,18112,5365,23477,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,55258,20305,7412,55,142,425,600,346,1540,5240,7800,169,12831,142,2094,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,98.0,65.0,70.0,60.0
256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,0,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,1154,586,3911,95,969,18603,1092,19695,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,64379,20713,6836,148,99,3613,2385,1725,8113,7920,1688,390,6770,99,6354,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,103.0,40.0,45.0,35.0
258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,0,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,328,3068,5932,207,742,12000,3950,15950,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,35140,13254,5652,34,2577,81,750,222,1069,3148,5416,16,7059,139,2319,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,93.0,59.0,64.0,53.0
259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,0,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,133,6549,17157,312,1471,33599,11372,44971,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,94890,35493,15195,148,16855,104,1739,456,2480,7993,16365,181,8500,2548,5049,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,91.0,57.0,63.0,50.0
261,NAGALAND,Mon,250260,131753,118507,119626,67432,52194,0,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,565,1080,14398,178,2844,43607,7415,51022,37431,46055,30500,7628,3565,1772,107,127058,130529,257587,168773,53600,27437,450,111,5527,1610,1047,10259,18725,8005,2075,20867,58,14617,Nagaland,Mon,26.69207374301676,95.03072988826828,90.0,48.0,51.0,44.0
262,NAGALAND,Mokokchung,194622,101092,93530,159494,83479,76015,0,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,286,7236,40154,537,2728,37536,17742,55278,20259,43483,54035,27425,13077,10299,870,169448,22555,192003,111243,52853,30363,163,180,2388,1162,1114,12265,21415,10166,7601,24062,164,10763,Nagaland,Mokokchung,26.478911764705888,94.522426006192,93.0,82.0,83.0,81.0
263,NAGALAND,Zunheboto,140757,71217,69540,102881,53504,49377,0,61291,44723,11955,2025,20763,2580,772,136995,39,286,6,2,77,1433,28846,261,2008,31267,6044,37311,16523,30889,35113,17282,8821,5560,1107,115295,25988,141283,91709,32267,16730,51,108,2908,110,330,8042,15352,5742,4694,18102,107,9239,Nagaland,Zunheboto,26.028178205128206,94.50026666666668,98.0,73.0,75.0,71.0
264,NAGALAND,Wokha,166343,84505,81838,128208,67385,60823,0,87931,47473,6438,1965,22536,5605,2043,158236,34,318,8,20,79,3228,25268,198,1757,38499,8170,46669,15865,37024,41627,18746,10223,8030,401,131916,25048,156964,106951,40510,18811,71,475,3460,1542,882,12121,12659,4293,6237,8234,225,16317,Nagaland,Wokha,26.202611551155112,94.1990815181518,97.0,77.0,80.0,74.0
265,NAGALAND,Dimapur,378811,197394,181417,278037,150142,127895,0,227461,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,157,319,42378,71413,3303,12077,49116,62853,111969,34539,61815,80076,44343,26712,27532,2939,277956,58926,336882,243392,98601,36618,200,24735,834,1033,1561,4462,17929,51177,1034,10539,16544,7626,Nagaland,Dimapur,25.814176811594223,93.75074057971014,92.0,73.0,76.0,70.0
266,NAGALAND,Phek,163418,83743,79675,105893,57926,47967,0,83141,55091,3159,1275,20752,3563,950,158224,31,350,17,198,85,2073,36182,170,1558,38903,7295,46198,22494,32722,30434,12785,7268,5926,481,112110,44456,156566,108514,37842,16969,93,163,1761,119,375,4149,23707,6764,1894,31634,156,7420,Nagaland,Phek,25.63272986577182,94.56814563758392,95.0,65.0,69.0,60.0
267,NAGALAND,Tuensang,196596,101933,94663,117511,63653,53858,0,98442,75212,3913,1104,17925,2979,1052,191864,27,572,5,1,96,773,24998,155,2251,40690,9451,50141,29602,40900,33514,15013,6008,2760,116,127913,66450,194363,134573,43210,18762,51,10,309,296,409,3041,17195,9252,2027,28436,5,12540,Nagaland,Tuensang,26.21104453280316,94.85809880715708,93.0,60.0,62.0,57.0
270,NAGALAND,Kohima,267988,138966,129022,197489,107038,90451,0,153163,44684,2198,2072,65871,25496,4384,234955,998,1519,80,335,221,20712,50724,1928,7982,31845,44255,76100,21654,46756,57726,30518,19855,23439,1770,201718,45802,247520,173701,68485,25557,245,737,2902,642,3716,13663,22483,13645,6403,25045,602,16008,Nagaland,Kohima,25.60311428571428,93.78600657596373,93.0,74.0,77.0,70.0
272,MANIPUR,Senapati,479148,247323,231825,264477,148012,116465,1000,245526,175127,30369,4978,42307,43833,1649,426819,140,2409,53,1243,3002,2430,22798,256,2170,38008,1826,39834,46757,81735,91395,62033,40438,24940,598,347896,191001,538897,314439,111516,52008,1185,1528,4389,3547,707,10937,19706,5714,2294,18477,221,9067,Manipur,Senapati,25.08465586034914,94.03366234413956,94.0,55.0,60.0,50.0
273,MANIPUR,Tamenglong,140651,72371,68280,85006,47403,37603,22,69976,48849,1924,1710,18192,2995,589,134760,59,425,57,1144,622,1229,11541,125,1362,23982,4119,28101,11155,28461,26794,17867,11645,7102,270,103294,45317,148611,90273,33290,16924,164,61,5685,2385,689,12712,10951,3786,3953,9250,45,9740,Manipur,Tamenglong,24.98312942238265,93.49450740072204,94.0,60.0,65.0,55.0
274,MANIPUR,Churachandpur,274143,138820,135323,195935,104013,91922,443,151488,64834,8282,5067,44472,12034,2886,254979,152,495,87,2333,1177,13371,29894,837,4496,52972,4853,57825,32860,67907,65475,38567,23284,14523,509,243125,57561,300686,168608,67802,37096,637,2664,5812,7192,1003,17312,26551,8001,3305,16414,490,15364,Manipur,Churachandpur,24.30309718875504,93.38671506024085,97.0,71.0,75.0,68.0
275,MANIPUR,Bishnupur,237399,118782,118617,156333,87313,69020,22113,127462,34358,15109,11567,48903,175102,18691,4264,56,76,16,38457,737,11393,34364,676,3447,34977,21172,56149,15941,36011,50004,31775,20077,20074,1440,175322,67610,242932,135220,62907,38815,457,711,499,2332,57,23902,22505,3454,21014,19612,29,18932,Manipur,Bishnupur,24.50712111801243,93.8246236024845,100.0,66.0,74.0,58.0
276,MANIPUR,Thoubal,422168,210845,211323,269304,152617,116687,40593,226849,77331,33106,21017,63865,267146,107323,4322,106,114,24,42347,786,15994,49507,880,5110,65961,38302,104263,32396,69738,87932,55803,37899,28550,3214,315532,118088,433620,251975,107196,62060,937,9829,450,24067,1609,60307,45333,3978,34181,13391,315,35984,Manipur,Thoubal,24.545392553191498,93.97959893617023,100.0,64.0,72.0,55.0
279,MANIPUR,Ukhrul,183998,94718,89280,129829,70148,59681,248,96069,56815,3852,2233,25029,7553,1115,174112,108,635,70,32,373,1659,14026,276,2437,36084,5806,41890,20670,29382,38350,31734,22729,15636,405,158906,42156,201062,113715,43646,25165,1472,550,3970,557,86,15282,20286,3749,10669,18080,112,11755,Manipur,Ukhrul,25.05900314960629,94.44129566929138,94.0,71.0,74.0,67.0
